epoch,loss,lr,val_loss
0,0.026672465726733208,0.001,0.008917244151234627
1,0.017362631857395172,0.001,0.007122908718883991
2,0.015780514106154442,0.001,0.00831070076674223
3,0.014950509183108807,0.001,0.007164888549596071
4,0.014303859323263168,0.00080000004,0.006353604607284069
5,0.01394153106957674,0.00080000004,0.007655222900211811
6,0.013785626739263535,0.00080000004,0.00627145217731595
7,0.013489681296050549,0.00064000004,0.006723853759467602
8,0.01334033440798521,0.00064000004,0.0063178339041769505
9,0.013150040060281754,0.00051200006,0.006404944229871035
10,0.013015726581215858,0.00051200006,0.007011060602962971
11,0.012904878705739975,0.00040960003,0.006143867038190365
12,0.012776868417859077,0.00040960003,0.006260847207158804
13,0.012738055549561977,0.00040960003,0.006194462534040213
14,0.012615847401320934,0.00032768003,0.006005007773637772
15,0.012449652887880802,0.00032768003,0.006400911137461662
16,0.01244543306529522,0.00032768003,0.006041936110705137
17,0.01232193410396576,0.00026214402,0.0062972609885036945
18,0.012216397561132908,0.00026214402,0.006430578418076038
19,0.01210713479667902,0.00020971522,0.006459061522036791
20,0.012101255357265472,0.00020971522,0.006495628040283918
21,0.011967357248067856,0.00016777217,0.006334573961794376
22,0.011923670768737793,0.00016777217,0.006071105599403381
23,0.011894200928509235,0.00013421774,0.006461550947278738
24,0.011844747699797153,0.00013421774,0.006446135696023703
0,0.030285434797406197,0.001,0.008901762776076794
1,0.01857229322195053,0.001,0.007384147495031357
2,0.01673946902155876,0.001,0.006938828155398369
3,0.015710651874542236,0.001,0.006709718145430088
4,0.014995976351201534,0.001,0.006567436270415783
5,0.014502620324492455,0.001,0.008559242822229862
6,0.014230943284928799,0.001,0.006054176948964596
7,0.013926029205322266,0.001,0.007653434295207262
8,0.013800334185361862,0.001,0.0062555717304348946
9,0.013436621055006981,0.00080000004,0.006580205634236336
10,0.013382048346102238,0.00080000004,0.006726551800966263
11,0.013193584978580475,0.00064000004,0.00637463666498661
12,0.013033421710133553,0.00064000004,0.006161450408399105
13,0.012818030081689358,0.00051200006,0.006590364500880241
14,0.012758180499076843,0.00051200006,0.006175592076033354
15,0.012605087831616402,0.00040960003,0.00632711686193943
16,0.01256976742297411,0.00040960003,0.006197071168571711
0,0.0287843719124794,0.001,0.008176548406481743
1,0.018002990633249283,0.001,0.00729279313236475
2,0.0161307230591774,0.001,0.0069173951633274555
3,0.015177741646766663,0.001,0.007820903323590755
4,0.014563210308551788,0.001,0.006334532983601093
5,0.014099163934588432,0.001,0.006563103757798672
6,0.013967260718345642,0.001,0.006224482785910368
7,0.013662739656865597,0.001,0.007634012494236231
8,0.013603351078927517,0.001,0.006461999844759703
9,0.013202979229390621,0.00080000004,0.006145182065665722
10,0.013173830695450306,0.00080000004,0.006156384013593197
11,0.012971344403922558,0.00064000004,0.006618694867938757
12,0.012819897383451462,0.00064000004,0.005889016203582287
13,0.012745758518576622,0.00064000004,0.006046346388757229
14,0.012632332742214203,0.00064000004,0.006514295004308224
15,0.012410134077072144,0.00051200006,0.0060775852762162685
16,0.012289737351238728,0.00051200006,0.005935552529990673
17,0.012162144295871258,0.00040960003,0.005961975082755089
18,0.012072579003870487,0.00040960003,0.006058156955987215
19,0.011987532489001751,0.00032768003,0.00612470880150795
20,0.011946114711463451,0.00032768003,0.006286373361945152
21,0.011771067976951599,0.00026214402,0.006076408084481955
22,0.011703353375196457,0.00026214402,0.006066566798835993
0,0.029798710718750954,0.001,0.008664028719067574
1,0.0181594081223011,0.001,0.007576851639896631
2,0.01634220778942108,0.001,0.006725872401148081
3,0.015235727652907372,0.001,0.007946609519422054
4,0.014646710827946663,0.001,0.006428677588701248
5,0.014252648688852787,0.001,0.007925305515527725
6,0.014073414728045464,0.001,0.006590498145669699
7,0.013668056577444077,0.00080000004,0.00712613295763731
8,0.013608868233859539,0.00080000004,0.0064512561075389385
9,0.01327542681246996,0.00064000004,0.006424847990274429
10,0.013210912235081196,0.00064000004,0.007306818850338459
11,0.013104414567351341,0.00051200006,0.006324803922325373
12,0.012981276027858257,0.00051200006,0.006420615594834089
13,0.012884007766842842,0.00051200006,0.0060594151727855206
14,0.012800997123122215,0.00051200006,0.006173256319016218
15,0.012648367322981358,0.00051200006,0.006634107790887356
16,0.012582549825310707,0.00040960003,0.00603868393227458
17,0.012499495409429073,0.00040960003,0.006510967388749123
18,0.012233114801347256,0.00032768003,0.006605872418731451
19,0.012266628444194794,0.00032768003,0.006615183781832457
20,0.012140361592173576,0.00026214402,0.006857567932456732
21,0.01211315207183361,0.00026214402,0.006485734600573778
22,0.011975339613854885,0.00020971522,0.006399752106517553
23,0.011941518634557724,0.00020971522,0.00653130142018199
24,0.011853070929646492,0.00016777217,0.006552395410835743
25,0.01181982085108757,0.00016777217,0.006279453169554472
26,0.011749702505767345,0.00013421774,0.006703073624521494
0,0.028601717203855515,0.001,0.009137921966612339
1,0.01787961646914482,0.001,0.0073051792569458485
2,0.016296518966555595,0.001,0.006882054731249809
3,0.015294678509235382,0.001,0.0075034708715975285
4,0.014667149633169174,0.001,0.006616868544369936
5,0.014211295172572136,0.001,0.006721592973917723
6,0.014148319140076637,0.001,0.006245247088372707
7,0.013824178837239742,0.001,0.006831097416579723
8,0.013834650628268719,0.001,0.007644877303391695
9,0.013409031555056572,0.00080000004,0.0065259491093456745
10,0.013279741629958153,0.00080000004,0.006793110631406307
11,0.013141751289367676,0.00064000004,0.006870861630886793
12,0.013018069788813591,0.00064000004,0.006242130417376757
13,0.012850694358348846,0.00051200006,0.0060316892340779305
14,0.012730675749480724,0.00051200006,0.006001375149935484
15,0.012658496387302876,0.00051200006,0.006440784316509962
16,0.012583560310304165,0.00040960003,0.006047273054718971
17,0.0124632203951478,0.00040960003,0.006435514893382788
18,0.01227504014968872,0.00032768003,0.006478691939264536
19,0.012208246625959873,0.00032768003,0.006904476322233677
20,0.012182348407804966,0.00026214402,0.0065996162593364716
21,0.012060469947755337,0.00026214402,0.006547646597027779
22,0.011920720338821411,0.00020971522,0.006402988918125629
23,0.011926598846912384,0.00020971522,0.006409783381968737
24,0.011769638396799564,0.00016777217,0.0065636057406663895
0,0.02864736318588257,0.001,0.008275086060166359
1,0.01755869947373867,0.001,0.0074658263474702835
2,0.01589609868824482,0.001,0.006714283023029566
3,0.014819157309830189,0.001,0.008122332394123077
4,0.014308351092040539,0.001,0.006554555147886276
5,0.01395231019705534,0.001,0.006571431644260883
6,0.013817141763865948,0.001,0.00599063653498888
7,0.013466744683682919,0.001,0.006247248500585556
8,0.013490640558302402,0.001,0.007137638051062822
9,0.013031339272856712,0.00080000004,0.006385403219610453
10,0.013038195669651031,0.00080000004,0.006411020644009113
11,0.012765084393322468,0.00064000004,0.0071274335496127605
12,0.012724755331873894,0.00064000004,0.0064369491301476955
13,0.012500987388193607,0.00051200006,0.005960044451057911
14,0.012373868376016617,0.00051200006,0.006191958207637072
15,0.012202478013932705,0.00040960003,0.006977376528084278
16,0.012237721122801304,0.00040960003,0.006026146467775106
17,0.012042711488902569,0.00032768003,0.006311665754765272
18,0.011932490393519402,0.00032768003,0.006491201464086771
19,0.011819092556834221,0.00026214402,0.006511121988296509
20,0.01182003878057003,0.00026214402,0.006516053341329098
21,0.01172684971243143,0.00020971522,0.006398186553269625
22,0.011607027612626553,0.00020971522,0.006281350273638964
23,0.011533266864717007,0.00016777217,0.006523150950670242
0,0.02846408262848854,0.001,0.008393174037337303
1,0.017635734751820564,0.001,0.007431139703840017
2,0.016061555594205856,0.001,0.006834179628640413
3,0.015309741720557213,0.001,0.008966636843979359
4,0.014722265303134918,0.001,0.006473117507994175
5,0.014166096225380898,0.001,0.0076882797293365
6,0.013993697240948677,0.001,0.0061332667246460915
7,0.013709099031984806,0.001,0.007328220643103123
8,0.01363306399434805,0.001,0.006860096473246813
9,0.013091182336211205,0.00080000004,0.006533142179250717
10,0.01312226615846157,0.00080000004,0.006738148629665375
11,0.01286692451685667,0.00064000004,0.006290663033723831
12,0.012750906869769096,0.00064000004,0.006065686233341694
13,0.012543327175080776,0.00051200006,0.006360738072544336
14,0.012529793195426464,0.00051200006,0.006278024520725012
15,0.01234638411551714,0.00040960003,0.006497145164757967
16,0.01226144377142191,0.00040960003,0.005958766210824251
17,0.012210671789944172,0.00040960003,0.006112746894359589
18,0.012124143540859222,0.00040960003,0.006384784821420908
19,0.012044821865856647,0.00032768003,0.006167469080537558
20,0.012067432515323162,0.00032768003,0.006408251356333494
21,0.011878392659127712,0.00026214402,0.006246426608413458
22,0.011850847862660885,0.00026214402,0.005939108785241842
23,0.011749401688575745,0.00020971522,0.006031416822224855
24,0.011704630218446255,0.00020971522,0.00611024210229516
25,0.01162505429238081,0.00016777217,0.006331598851829767
26,0.011567861773073673,0.00016777217,0.006084817461669445
27,0.011497030034661293,0.00013421774,0.006187973544001579
28,0.011486249044537544,0.00013421774,0.006325815804302692
29,0.011362768709659576,0.000107374195,0.006244851276278496
30,0.01134782750159502,0.000107374195,0.006246332544833422
31,0.011325033381581306,8.589936e-05,0.006360939703881741
32,0.011339157819747925,8.589936e-05,0.006215657107532024
0,0.030297132208943367,0.001,0.009218668565154076
1,0.018034104257822037,0.001,0.007572152651846409
2,0.016342533752322197,0.001,0.007469183765351772
3,0.015381994657218456,0.001,0.007947824895381927
4,0.014709447510540485,0.001,0.006751589011400938
5,0.014117763377726078,0.001,0.007818604819476604
6,0.014017092064023018,0.001,0.006167375482618809
7,0.013668163679540157,0.001,0.007371704559773207
8,0.013575984165072441,0.001,0.007513760589063168
9,0.013247084803879261,0.00080000004,0.006311026401817799
10,0.013141811825335026,0.00080000004,0.006473345682024956
11,0.013014014810323715,0.00064000004,0.0063150557689368725
12,0.012911910191178322,0.00064000004,0.0061090681701898575
13,0.012775861658155918,0.00051200006,0.006397526245564222
14,0.012633848004043102,0.00051200006,0.006138310302048922
15,0.01249848585575819,0.00040960003,0.006538477260619402
16,0.012436209246516228,0.00040960003,0.006285262294113636
17,0.012336084619164467,0.00032768003,0.006333454512059689
18,0.012257588095963001,0.00032768003,0.006703690625727177
19,0.012144598178565502,0.00026214402,0.00625837966799736
20,0.012165379710495472,0.00026214402,0.006544529926031828
21,0.012051758356392384,0.00020971522,0.006662433035671711
22,0.01198380347341299,0.00020971522,0.006164904218167067
0,0.028942901641130447,0.001,0.008373630233108997
1,0.01797645352780819,0.001,0.0074531459249556065
2,0.016223181039094925,0.001,0.007807557936757803
3,0.01526730414479971,0.001,0.007138669956475496
4,0.014614524319767952,0.001,0.006581821478903294
5,0.014234581030905247,0.001,0.007244432810693979
6,0.014031892642378807,0.001,0.006187015678733587
7,0.013688506558537483,0.001,0.007111202925443649
8,0.013681991025805473,0.001,0.00628418754786253
9,0.013265827670693398,0.00080000004,0.00626278156414628
10,0.013102516531944275,0.00080000004,0.006307870149612427
11,0.012994873337447643,0.00064000004,0.006277760956436396
12,0.012921025045216084,0.00064000004,0.00598032446578145
13,0.0127587104216218,0.00064000004,0.0061115967109799385
14,0.012658844701945782,0.00064000004,0.006614275276660919
15,0.012458697892725468,0.00051200006,0.0064586675725877285
16,0.012427686713635921,0.00051200006,0.005898948758840561
17,0.012212201952934265,0.00040960003,0.006020108703523874
18,0.012088448740541935,0.00040960003,0.006405859719961882
