epoch,loss,lr,val_loss
19,0.011997752822935581,0.00032768003,0.006283881608396769
20,0.011979068629443645,0.00032768003,0.006418086588382721
21,0.011845973320305347,0.00026214402,0.00627678819000721
22,0.011749468743801117,0.00026214402,0.006092628464102745
23,0.011676022782921791,0.00020971522,0.006233714520931244
24,0.011584701016545296,0.00020971522,0.006293660029768944
25,0.011512383818626404,0.00016777217,0.006198146380484104
26,0.01146838627755642,0.00016777217,0.006215246859937906
0,0.030298156663775444,0.001,0.00906921736896038
1,0.0185096338391304,0.001,0.007444954477250576
2,0.01660495437681675,0.001,0.007407160010188818
3,0.015449296683073044,0.001,0.006798840127885342
4,0.014753248542547226,0.001,0.006819308735430241
5,0.014353666454553604,0.001,0.007763121742755175
6,0.013909514993429184,0.00080000004,0.0065088579431176186
7,0.013736200518906116,0.00080000004,0.006761123891919851
8,0.01363119762390852,0.00080000004,0.0062880739569664
9,0.013386600650846958,0.00080000004,0.006430571898818016
10,0.01336082722991705,0.00080000004,0.006634593941271305
11,0.013054486364126205,0.00064000004,0.006340088322758675
12,0.013016190379858017,0.00064000004,0.005981750786304474
13,0.012895231135189533,0.00064000004,0.0059451875276863575
14,0.012754072435200214,0.00064000004,0.006327775306999683
15,0.012615332379937172,0.00051200006,0.0066685983911156654
16,0.012514038011431694,0.00051200006,0.006036034785211086
17,0.012402419932186604,0.00040960003,0.006051228381693363
18,0.012235832400619984,0.00040960003,0.006731225643306971
19,0.012201712466776371,0.00032768003,0.006520684342831373
20,0.012155420146882534,0.00032768003,0.006672170478850603
21,0.011995922774076462,0.00026214402,0.006268422119319439
22,0.01195763424038887,0.00026214402,0.005945616867393255
23,0.01184292882680893,0.00020971522,0.006259549409151077
0,0.029176488518714905,0.001,0.008702794089913368
1,0.018105292692780495,0.001,0.0075291236862540245
2,0.016373611986637115,0.001,0.006859800778329372
3,0.015314271673560143,0.001,0.007967422716319561
4,0.014793230220675468,0.001,0.006753898225724697
5,0.01426873542368412,0.001,0.0074037848971784115
6,0.014084470458328724,0.001,0.006129381712526083
7,0.01375348586589098,0.001,0.006668045651167631
8,0.01367165707051754,0.001,0.006855701562017202
9,0.013227405957877636,0.00080000004,0.006501203868538141
10,0.013177098706364632,0.00080000004,0.006567438133060932
11,0.013007471337914467,0.00064000004,0.0068467361852526665
12,0.012925492599606514,0.00064000004,0.006291688419878483
13,0.012697426602244377,0.00051200006,0.006339681800454855
14,0.01260877214372158,0.00051200006,0.006344376131892204
15,0.012467204593122005,0.00040960003,0.006528311874717474
16,0.012406028807163239,0.00040960003,0.006006724201142788
17,0.012319250963628292,0.00040960003,0.006173144560307264
18,0.012226932682096958,0.00040960003,0.006290593650192022
19,0.012133235111832619,0.00032768003,0.006376052740961313
20,0.012132911011576653,0.00032768003,0.006964287254959345
21,0.01195711363106966,0.00026214402,0.006468410138040781
22,0.011939344927668571,0.00026214402,0.0060817827470600605
23,0.011833582073450089,0.00020971522,0.006107233930379152
24,0.011773893609642982,0.00020971522,0.006311025004833937
25,0.011729158461093903,0.00016777217,0.0062295421957969666
26,0.011661378666758537,0.00016777217,0.0062210215255618095
0,0.02970368228852749,0.001,0.00833177100867033
1,0.018073473125696182,0.001,0.007527868263423443
2,0.016558079048991203,0.001,0.007397322449833155
3,0.015553486533463001,0.001,0.0070417230017483234
4,0.015016681514680386,0.001,0.00653591426089406
5,0.014395873993635178,0.001,0.007307696156203747
6,0.014172947965562344,0.001,0.006129323970526457
7,0.013865961693227291,0.001,0.007818310521543026
8,0.013873460702598095,0.001,0.0063515775837004185
9,0.013444801792502403,0.00080000004,0.006541369948536158
10,0.013318120501935482,0.00080000004,0.006371634546667337
11,0.013158824294805527,0.00064000004,0.006141184829175472
12,0.013016986660659313,0.00064000004,0.006031271535903215
13,0.012786314822733402,0.00051200006,0.006616019178181887
14,0.012704050168395042,0.00051200006,0.006332712713629007
15,0.01254427433013916,0.00040960003,0.006414883770048618
16,0.01248619332909584,0.00040960003,0.006110372021794319
17,0.012369702570140362,0.00032768003,0.006084058433771133
18,0.01222727820277214,0.00032768003,0.006493686698377132
19,0.012179108336567879,0.00026214402,0.006461937911808491
20,0.01208645012229681,0.00026214402,0.006579281762242317
21,0.012005716562271118,0.00020971522,0.006658474449068308
22,0.011985345743596554,0.00020971522,0.006157722789794207
0,0.028848903253674507,0.001,0.008339219726622105
1,0.01781148836016655,0.001,0.007507164031267166
2,0.01615741476416588,0.001,0.008022007532417774
3,0.015182515606284142,0.001,0.008083328604698181
4,0.014451581984758377,0.00080000004,0.006299786735326052
5,0.0140756880864501,0.00080000004,0.007839463651180267
6,0.013902579434216022,0.00080000004,0.006162815261632204
7,0.013651412911713123,0.00080000004,0.006653124000877142
8,0.013541565276682377,0.00080000004,0.007141158916056156
9,0.013257306069135666,0.00064000004,0.006378218997269869
10,0.013164293952286243,0.00064000004,0.007352742832154036
11,0.012972109019756317,0.00051200006,0.006314894184470177
12,0.01282874308526516,0.00051200006,0.006311557721346617
13,0.01272163912653923,0.00040960003,0.006646269466727972
14,0.012676123529672623,0.00040960003,0.006384829059243202
15,0.012427872978150845,0.00032768003,0.006617175415158272
16,0.012441600672900677,0.00032768003,0.006093101110309362
17,0.01227671466767788,0.00026214402,0.006235273089259863
18,0.012210574001073837,0.00026214402,0.0063909911550581455
19,0.012103638611733913,0.00020971522,0.006258401088416576
20,0.012088999152183533,0.00020971522,0.006522689945995808
21,0.012007011100649834,0.00016777217,0.006407449953258038
22,0.01189710944890976,0.00016777217,0.006152048707008362
23,0.01185745932161808,0.00013421774,0.006311253644526005
24,0.011807480826973915,0.00013421774,0.0064626457169651985
25,0.011713306419551373,0.000107374195,0.0063243829645216465
26,0.011738201603293419,0.000107374195,0.006367694586515427
0,0.028157997876405716,0.001,0.008932032622396946
1,0.01808827556669712,0.001,0.00795866921544075
2,0.016212590038776398,0.001,0.007344461977481842
3,0.015107497572898865,0.001,0.00782001856714487
4,0.01453098002821207,0.001,0.006868526805192232
5,0.014056879095733166,0.001,0.007040972355753183
6,0.013969846069812775,0.001,0.006116571836173534
7,0.013660557568073273,0.001,0.00754339387640357
8,0.013709484599530697,0.001,0.006427038460969925
9,0.013251692056655884,0.00080000004,0.006362385582178831
10,0.013100948184728622,0.00080000004,0.0062355585396289825
11,0.012957915663719177,0.00064000004,0.006216925103217363
12,0.012882011942565441,0.00064000004,0.0060494812205433846
13,0.012645699083805084,0.00051200006,0.006116279400885105
14,0.01259907241910696,0.00051200006,0.006162871606647968
15,0.012430672533810139,0.00040960003,0.006468555890023708
16,0.012417109683156013,0.00040960003,0.005959211383014917
17,0.01229342445731163,0.00040960003,0.0059386431239545345
18,0.012184838764369488,0.00040960003,0.006423443555831909
19,0.012031580321490765,0.00032768003,0.006345508154481649
20,0.012038023211061954,0.00032768003,0.00607193261384964
21,0.011852544732391834,0.00026214402,0.0063500129617750645
22,0.01179567351937294,0.00026214402,0.006100828759372234
23,0.011697079986333847,0.00020971522,0.006217786110937595
24,0.011619403958320618,0.00020971522,0.006280266214162111
25,0.011520440690219402,0.00016777217,0.0062424615025520325
26,0.011535881087183952,0.00016777217,0.006261128932237625
27,0.01141600776463747,0.00013421774,0.0062889461405575275
0,0.030797112733125687,0.001,0.009427830576896667
1,0.01839207112789154,0.001,0.007563895080238581
2,0.0164506696164608,0.001,0.007905751466751099
3,0.015355363488197327,0.001,0.008190412074327469
4,0.014598807319998741,0.00080000004,0.006369457114487886
5,0.014088180847465992,0.00080000004,0.007963976822793484
6,0.013968250714242458,0.00080000004,0.006240298971533775
7,0.01362658105790615,0.00080000004,0.006639563944190741
8,0.01348583959043026,0.00080000004,0.006490708328783512
9,0.013216475956141949,0.00064000004,0.00642461096867919
10,0.013210180215537548,0.00064000004,0.008859196677803993
11,0.01302894577383995,0.00051200006,0.006276266649365425
12,0.012884016148746014,0.00051200006,0.006224756594747305
13,0.012762544676661491,0.00040960003,0.006464462727308273
14,0.012661403976380825,0.00040960003,0.006551563274115324
15,0.012487206608057022,0.00032768003,0.006312187295407057
16,0.0124456025660038,0.00032768003,0.006361584644764662
17,0.012319394387304783,0.00026214402,0.00608151126652956
18,0.012205407954752445,0.00026214402,0.006294143386185169
19,0.012210909277200699,0.00026214402,0.006519055925309658
20,0.012126106768846512,0.00020971522,0.006754803471267223
21,0.0120537793263793,0.00020971522,0.006505864206701517
22,0.011958006769418716,0.00016777217,0.006142706610262394
23,0.01190896611660719,0.00016777217,0.006530917715281248
24,0.011855248361825943,0.00013421774,0.006405218970030546
25,0.011808742769062519,0.00013421774,0.006117062643170357
26,0.011724968440830708,0.000107374195,0.00621367571875453
27,0.01171615906059742,0.000107374195,0.006370928138494492
0,0.029340269044041634,0.001,0.008754633367061615
1,0.018090203404426575,0.001,0.007556486874818802
2,0.01627306267619133,0.001,0.006946812849491835
3,0.015259136445820332,0.001,0.007958661764860153
4,0.01469869539141655,0.001,0.006641951389610767
5,0.014255797490477562,0.001,0.0072542824782431126
6,0.014094498008489609,0.001,0.006146806757897139
7,0.013707784935832024,0.001,0.00718315877020359
8,0.013668053783476353,0.001,0.006560533307492733
9,0.0132412388920784,0.00080000004,0.006512429099529982
10,0.013149487785995007,0.00080000004,0.006478937342762947
11,0.012949623167514801,0.00064000004,0.0068289837799966335
12,0.012843099422752857,0.00064000004,0.006205098703503609
13,0.012734138406813145,0.00051200006,0.006390182301402092
14,0.012613965198397636,0.00051200006,0.006053298711776733
15,0.012350729666650295,0.00040960003,0.006648315116763115
16,0.012431912124156952,0.00040960003,0.006156799383461475
17,0.012213807553052902,0.00032768003,0.006314217112958431
18,0.01212321687489748,0.00032768003,0.006506292149424553
19,0.01205024030059576,0.00026214402,0.006434960290789604
20,0.01202768087387085,0.00026214402,0.006663343403488398
21,0.0119064562022686,0.00020971522,0.006522830575704575
22,0.011842850595712662,0.00020971522,0.006344594061374664
23,0.011806718073785305,0.00016777217,0.006486498285084963
24,0.011701826937496662,0.00016777217,0.006791862193495035
