1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.806528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.806528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.806528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-6.385284372704518319e+00
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.806528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.806528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-1.906528437270449672e+01
1.144293377915961969e+02,2.046452843727045092e+02,2.948612309538127647e+02,-2.108528437270450695e+01
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,1.762942088040830413e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,1.762942088040830413e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,2.762942088040830413e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,2.762942088040830413e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,3.742942088040820181e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,7.662942088040807675e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,3.742942088040820181e+00
9.360111133085086976e+01,1.838170579119591821e+02,2.740330044930674376e+02,2.762942088040830413e+00
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,-1.656749487758872874e-01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,8.143250512241024808e-01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,3.783432505122411271e+01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,3.783432505122411271e+01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,3.783432505122411271e+01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,3.783432505122411271e+01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,3.783432505122411271e+01
9.652972836766758746e+01,1.867456749487758998e+02,2.769616215298841553e+02,-1.656749487758872874e-01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
1.008885690598338556e+02,1.911045156409421679e+02,2.813204622220504234e+02,-4.537451564094217815e+01
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,-1.677266283195422147e-06
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,-1.677266283195422147e-06
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,4.919998322733732721e+00
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,8.099999832273371680e+01
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,8.099999832273371680e+01
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,8.099999832273371680e+01
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,8.099999832273371680e+01
5.551405509615796063e+01,1.457300016772662730e+02,2.359459482583745285e+02,8.099999832273371680e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,-3.801831492910102384e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,1.685070898957974350e-03
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,3.100168507089898640e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,3.100168507089898640e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,3.100168507089898640e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,3.100168507089898640e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,3.100168507089898640e+01
1.365123683479927195e+02,2.267283149291010318e+02,3.169442615102092873e+02,1.685070898957974350e-03
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-1.324608661091876627e+02
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-4.221086610918766269e+01
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-4.621086610918766269e+01
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-1.324608661091876627e+02
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-4.621086610918766269e+01
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-3.151086610918767406e+01
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-4.221086610918766269e+01
1.401449195280793560e+02,2.303608661091876684e+02,3.205768126902959239e+02,-2.519086610918768088e+01
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.003389891711890414e+00
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.003389891711890414e+00
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.003389891711890414e+00
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.200338989171189041e+01
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.200338989171189041e+01
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.300338989171189041e+01
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.300338989171189041e+01
1.129506635271797848e+02,2.031666101082880971e+02,2.933825566893963810e+02,2.300338989171189041e+01
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,2.540902199882566492e-03
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,-9.974590978001174335e-01
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,2.540902199882566492e-03
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,1.800254090219988257e+01
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,2.540902199882566492e-03
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,2.540902199882566492e-03
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,-2.099745909780011743e+01
1.359515125166917926e+02,2.261674590978001049e+02,3.163834056789083888e+02,-2.099745909780011743e+01
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-1.074406365907053100e+02
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-1.074406365907053100e+02
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-1.074406365907053100e+02
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-1.074406365907053100e+02
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-9.844063659070531003e+01
1.152846900095970000e+02,2.055006365907053123e+02,2.957165831718135678e+02,-9.844063659070531003e+01
