1.750602569580078125e+02,1.930183715820312500e+02,2.113359680175781250e+02,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01,-4.728837158203126023e+01
1.372398071289062500e+02,1.577022857666015625e+02,1.836595764160156250e+02,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01,-1.197228576660157273e+01
1.346925964355468750e+02,1.566907806396484375e+02,1.854057464599609375e+02,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01,-1.096078063964844773e+01
1.356112365722656250e+02,1.542160797119140625e+02,1.802281494140625000e+02,-8.486079711914072732e+00,-8.486079711914072732e+00,-8.486079711914072732e+00,-8.486079711914072732e+00,-8.486079711914072732e+00,-8.486079711914072732e+00,-8.486079711914072732e+00,-3.566079711914056816e+00
1.360009918212890625e+02,1.545972595214843750e+02,1.823096923828125000e+02,-8.867259521484385232e+00,-8.867259521484385232e+00,-8.867259521484385232e+00,-8.867259521484385232e+00,-8.867259521484385232e+00,-8.867259521484385232e+00,-3.947259521484369316e+00,7.213274047851561477e+01
1.355286712646484375e+02,1.543403472900390625e+02,1.850816802978515625e+02,-8.610347290039072732e+00,-8.610347290039072732e+00,-8.610347290039072732e+00,-8.610347290039072732e+00,-8.610347290039072732e+00,-3.690347290039056816e+00,7.238965270996092727e+01,7.238965270996092727e+01
1.370248413085937500e+02,1.554189758300781250e+02,1.863969573974609375e+02,-9.688975830078135232e+00,-9.688975830078135232e+00,-9.688975830078135232e+00,-9.688975830078135232e+00,-4.768975830078119316e+00,7.131102416992186477e+01,7.131102416992186477e+01,7.131102416992186477e+01
1.358232116699218750e+02,1.552920532226562500e+02,1.888852844238281250e+02,-9.562053222656260232e+00,-9.562053222656260232e+00,-9.562053222656260232e+00,-4.642053222656244316e+00,7.143794677734373977e+01,7.143794677734373977e+01,7.143794677734373977e+01,7.143794677734373977e+01
1.391674499511718750e+02,1.565323791503906250e+02,1.878963470458984375e+02,-1.080237915039063523e+01,-1.080237915039063523e+01,-5.882379150390619316e+00,7.019762084960936477e+01,7.019762084960936477e+01,7.019762084960936477e+01,7.019762084960936477e+01,7.019762084960936477e+01
1.403911743164062500e+02,1.570957031250000000e+02,1.884622650146484375e+02,-1.136570312500001023e+01,-6.445703124999994316e+00,6.963429687499998977e+01,6.963429687499998977e+01,6.963429687499998977e+01,6.963429687499998977e+01,6.963429687499998977e+01,3.161429687500000796e+01
1.408766784667968750e+02,1.554909210205078125e+02,1.820065460205078125e+02,-4.840921020507806816e+00,7.123907897949217727e+01,7.123907897949217727e+01,7.123907897949217727e+01,7.123907897949217727e+01,7.123907897949217727e+01,3.321907897949219546e+01,7.123907897949217727e+01
1.422997283935546875e+02,1.571394500732421875e+02,1.804393920898437500e+02,6.959054992675780227e+01,6.959054992675780227e+01,6.959054992675780227e+01,6.959054992675780227e+01,6.959054992675780227e+01,3.157054992675782046e+01,6.959054992675780227e+01,1.005905499267578307e+02
2.016466827392578125e+02,2.281353302001953125e+02,2.526933898925781250e+02,-1.405330200195322732e+00,-1.405330200195322732e+00,-1.405330200195322732e+00,-1.405330200195322732e+00,-3.942533020019530454e+01,-1.405330200195322732e+00,2.959466979980470569e+01,2.959466979980470569e+01
2.002972564697265625e+02,2.298890991210937500e+02,2.560741271972656250e+02,-3.159099121093760232e+00,-3.159099121093760232e+00,-3.159099121093760232e+00,-4.117909912109374204e+01,-3.159099121093760232e+00,2.784090087890626819e+01,2.784090087890626819e+01,2.784090087890626819e+01
2.014689331054687500e+02,2.297751770019531250e+02,2.555589904785156250e+02,-3.045177001953135232e+00,-3.045177001953135232e+00,-4.106517700195311704e+01,-3.045177001953135232e+00,2.795482299804689319e+01,2.795482299804689319e+01,2.795482299804689319e+01,2.795482299804689319e+01
1.971734771728515625e+02,2.200047760009765625e+02,2.433221893310546875e+02,6.725223999023427268e+00,-3.129477600097655454e+01,6.725223999023427268e+00,3.772522399902345569e+01,3.772522399902345569e+01,3.772522399902345569e+01,3.772522399902345569e+01,3.772522399902345569e+01
1.913560333251953125e+02,2.158248596191406250e+02,2.431634063720703125e+02,-2.711485961914061704e+01,1.090514038085936477e+01,4.190514038085939319e+01,4.190514038085939319e+01,4.190514038085939319e+01,4.190514038085939319e+01,4.190514038085939319e+01,1.090514038085936477e+01
1.708347167968750000e+02,1.999601593017578125e+02,2.458489532470703125e+02,2.676984069824217727e+01,5.776984069824220569e+01,5.776984069824220569e+01,5.776984069824220569e+01,5.776984069824220569e+01,5.776984069824220569e+01,2.676984069824217727e+01,-1.020601593017578068e+02
1.957330169677734375e+02,2.298902282714843750e+02,2.774812316894531250e+02,2.783977172851564319e+01,2.783977172851564319e+01,2.783977172851564319e+01,2.783977172851564319e+01,2.783977172851564319e+01,-3.160228271484385232e+00,-1.319902282714843693e+02,-4.174022827148436932e+01
1.985893249511718750e+02,2.445396575927734375e+02,2.979503479003906250e+02,1.319034240722658069e+01,1.319034240722658069e+01,1.319034240722658069e+01,1.319034240722658069e+01,-1.780965759277344773e+01,-1.466396575927734318e+02,-5.638965759277343182e+01,-6.038965759277343182e+01
1.906704406738281250e+02,2.458115844726562500e+02,3.038875122070312500e+02,1.191841552734376819e+01,1.191841552734376819e+01,1.191841552734376819e+01,-1.908158447265626023e+01,-1.479115844726562443e+02,-5.766158447265624432e+01,-6.166158447265624432e+01,-1.479115844726562443e+02
1.792963256835937500e+02,2.410744476318359375e+02,3.016608276367187500e+02,1.665555236816408069e+01,1.665555236816408069e+01,-1.434444763183594773e+01,-1.431744476318359318e+02,-5.292444763183593182e+01,-5.692444763183593182e+01,-1.431744476318359318e+02,-5.692444763183593182e+01
1.651311340332031250e+02,2.261386260986328125e+02,2.825183410644531250e+02,3.159137390136720569e+01,5.913739013671772682e-01,-1.282386260986328068e+02,-3.798862609863280682e+01,-4.198862609863280682e+01,-1.282386260986328068e+02,-4.198862609863280682e+01,-2.728862609863281818e+01
1.512051239013671875e+02,2.112863006591796875e+02,2.629651489257812500e+02,1.544369934082030227e+01,-1.133863006591796818e+02,-2.313630065917968182e+01,-2.713630065917968182e+01,-1.133863006591796818e+02,-2.713630065917968182e+01,-1.243630065917969318e+01,-2.313630065917968182e+01
1.422483825683593750e+02,2.029582672119140625e+02,2.555185394287109375e+02,-1.050582672119140568e+02,-1.480826721191405682e+01,-1.880826721191405682e+01,-1.050582672119140568e+02,-1.880826721191405682e+01,-4.108267211914068184e+00,-1.480826721191405682e+01,2.211732788085924994e+00
7.976224517822265625e+01,1.116459579467773438e+02,1.404158020019531250e+02,7.650404205322266193e+01,7.250404205322266193e+01,-1.374595794677733807e+01,7.250404205322266193e+01,8.720404205322265057e+01,7.650404205322266193e+01,9.352404205322264374e+01,9.352404205322264374e+01
1.457208862304687500e+02,1.827147369384765625e+02,2.126042785644531250e+02,1.435263061523443184e+00,-8.481473693847655682e+01,1.435263061523443184e+00,1.613526306152343182e+01,5.435263061523443184e+00,2.245526306152342499e+01,2.245526306152342499e+01,2.245526306152342499e+01
